股票代号,股票名,最高,今开,涨停,成交量,最低,昨收,跌停,成交额,量比,换手,市盈率(动),市盈率(TTM),委比,振幅,市盈率(静),市净率,每股收益,股息(TTM),总股本,总市值,每股净资产,股息率(TTM),流通股,流通值,52周最高,52周最低,货币单位
SZ002683,宏大爆破,34.14,34.04,37.28,13.70万手,32.00,33.89,30.50,4.51亿,1.12,2.26%,160.91,73.23,-55.21%,6.31%,74.74,6.90,0.44,0.20,7.07亿,229.30亿,4.70,0.62%,6.07亿,196.90亿,40.80,9.35,CNY
SZ002498,汉缆股份,6.34,6.07,6.86,198.11万手,5.91,6.24,5.62,12.04亿,0.65,5.95%,57.85,42.62,27.06%,6.89%,45.23,3.97,0.14,0.04,33.27亿,196.95亿,1.49,0.61%,33.27亿,196.95亿,6.96,2.38,CNY
SZ000630,铜陵有色,1.89,1.88,2.08,38.53万手,1.87,1.89,1.70,7228.96万,1.04,0.37%,85.56,31.29,-3.72%,1.06%,23.16,1.09,0.06,0.01,105.27亿,197.90亿,1.73,0.53%,105.26亿,197.90亿,2.56,1.86,CNY
SZ000898,鞍钢股份,2.54,2.54,2.79,23.53万手,2.47,2.54,2.29,5875.67万,1.84,0.29%,19.97,14.03,-12.70%,2.76%,13.05,0.45,0.18,0.06,94.05亿,233.25亿,5.57,2.30%,79.94亿,198.24亿,3.89,2.47,CNY
SZ000739,普洛药业,17.54,17.41,19.14,86878手,17.20,17.40,15.66,1.51亿,0.66,0.76%,32.96,34.14,62.94%,1.95%,36.86,5.20,0.51,0.16,11.79亿,204.00亿,3.33,0.95%,11.47亿,198.52亿,20.09,8.57,CNY
SH603456,九洲药业,26.03,25.84,28.44,11.24万手,24.00,25.85,23.27,2.82亿,0.99,1.40%,153.87,88.06,-50.56%,7.85%,83.99,6.92,0.28,0.20,8.06亿,199.72亿,3.58,0.81%,8.03亿,199.14亿,26.18,7.50,CNY
SZ002080,中材科技,12.43,12.43,13.63,12.58万手,11.82,12.39,11.15,1.51亿,0.92,0.75%,20.58,14.18,44.69%,4.92%,14.44,1.85,0.84,0.26,16.78亿,199.19亿,6.43,2.19%,16.78亿,199.19亿,14.89,7.93,CNY
SH600219,南山铝业,2.06,2.05,2.27,51.74万手,2.03,2.06,1.85,1.06亿,1.44,0.53%,20.77,14.66,-3.09%,1.46%,15.02,0.62,0.14,0.05,119.50亿,243.79亿,3.29,2.45%,97.87亿,199.66亿,2.48,2.00,CNY
SH601139,深圳燃气,7.03,6.80,7.46,10.76万手,6.74,6.78,6.10,7466.79万,1.32,0.38%,23.13,19.37,-56.32%,4.28%,18.98,1.78,0.36,0.18,28.77亿,200.80亿,3.91,2.58%,28.66亿,200.03亿,8.88,5.30,CNY
SZ300598,诚迈科技,268.05,268.05,300.30,37261手,247.70,273.00,245.70,9.55亿,1.05,4.66%,亏损,132.73,21.84%,7.45%,118.62,32.29,1.89,0.01,8000.00万,200.96亿,7.78,0.01%,8000.00万,200.96亿,353.00,27.98,CNY
SZ000988,华工科技,20.85,20.72,22.68,19.13万手,20.13,20.62,18.56,3.90亿,0.83,1.90%,亏损,51.83,30.56%,3.49%,40.32,3.31,0.39,0.06,10.06亿,202.71亿,6.10,0.30%,10.05亿,202.64亿,25.96,14.04,CNY
SZ000636,风华高科,23.49,23.30,25.27,46.81万手,22.26,22.97,20.67,10.68亿,0.57,5.23%,40.66,66.15,-74.17%,5.35%,59.81,3.55,0.34,0.00,8.95亿,202.68亿,6.37,0.00%,8.95亿,202.68亿,27.89,9.50,CNY
SZ000672,上峰水泥,26.70,26.32,28.86,18.46万手,24.83,26.24,23.62,4.71亿,1.06,2.27%,15.08,8.78,58.67%,7.13%,8.70,3.52,2.84,0.90,8.14亿,202.75亿,7.09,3.61%,8.14亿,202.75亿,27.47,10.75,CNY
SZ000688,国城矿业,17.98,17.65,19.37,32179手,17.55,17.61,15.85,5737.77万,0.91,0.28%,193.07,248.05,4.17%,2.44%,118.82,9.39,0.07,0.00,11.37亿,203.01亿,1.90,0.00%,11.37亿,203.01亿,19.80,9.85,CNY
SZ000540,中天金融,3.01,3.00,3.30,25.66万手,2.93,3.00,2.70,7609.43万,1.18,0.37%,25.67,56.22,23.10%,2.67%,18.58,1.15,0.05,0.00,70.05亿,205.95亿,2.56,0.00%,69.73亿,205.02亿,4.49,2.48,CNY
SZ002081,金螳螂,8.04,7.99,8.81,20.44万手,7.83,8.01,7.21,1.62亿,1.03,0.79%,15.87,10.21,-11.02%,2.62%,9.05,1.37,0.78,0.20,26.84亿,212.61亿,5.79,2.52%,25.96亿,205.62亿,11.20,7.32,CNY
SH600100,同方股份,7.13,7.05,7.80,15.44万手,6.95,7.09,6.38,1.08亿,1.10,0.52%,亏损,亏损,5.64%,2.54%,69.29,1.32,-0.25,0.03,29.64亿,206.29亿,5.29,0.50%,29.64亿,206.29亿,10.65,6.93,CNY
SH601991,大唐发电,2.09,2.09,2.30,67963手,2.06,2.09,1.88,1408.04万,1.16,0.07%,13.57,28.55,-1.35%,1.44%,35.94,0.90,0.07,0.07,185.07亿,383.09亿,2.29,3.14%,99.94亿,206.88亿,3.10,1.93,CNY
SZ001914,招商积余,32.00,32.00,34.98,32364手,30.50,31.80,28.62,1.01亿,0.65,0.49%,138.53,113.24,-9.18%,4.72%,114.95,4.09,0.27,0.10,10.60亿,329.03亿,7.58,0.32%,6.67亿,206.93亿,33.48,9.81,CNY
SZ002078,太阳纸业,8.28,8.27,9.13,16.63万手,8.15,8.30,7.47,1.37亿,0.78,0.65%,9.86,9.06,55.31%,1.57%,9.71,1.41,0.90,0.10,25.91亿,211.46亿,5.78,1.23%,25.70亿,209.71亿,11.10,6.06,CNY
SH603737,三棵树,117.33,116.45,126.45,7622手,113.00,114.95,103.46,8760.33万,0.68,0.41%,亏损,75.24,-3.95%,3.77%,52.18,13.31,1.51,0.66,1.86亿,211.93亿,8.55,0.58%,1.85亿,209.99亿,119.34,35.80,CNY
SZ300482,万孚生物,90.50,89.55,97.46,29717手,86.00,88.60,79.74,2.61亿,0.93,1.23%,76.28,72.33,-36.92%,5.08%,77.05,12.85,1.20,0.25,3.43亿,298.54亿,6.78,0.29%,2.41亿,210.03亿,99.10,32.39,CNY
SH600848,上海临港,21.25,21.18,23.31,72245手,20.79,21.19,19.07,1.51亿,0.97,0.71%,54.01,32.21,30.01%,2.17%,32.46,3.16,0.65,0.24,21.02亿,437.23亿,6.58,1.15%,10.13亿,210.66亿,38.30,18.18,CNY
SZ300661,圣邦股份,259.68,243.50,268.73,29583手,240.52,244.30,219.87,7.43亿,1.06,3.52%,321.45,204.78,-68.89%,7.84%,221.62,33.83,1.23,0.33,1.55亿,390.12亿,7.42,0.13%,8393.93万,210.69亿,272.30,45.99,CNY
SH600871,石化油服,1.80,1.80,1.98,22.98万手,1.74,1.80,1.62,4043.85万,2.04,0.19%,亏损,61.10,-22.31%,3.33%,36.34,5.00,0.03,0.00,189.84亿,332.23亿,0.35,0.00%,120.43亿,210.75亿,2.86,1.74,CNY
SZ000027,深圳能源,5.41,5.40,5.93,57616手,5.32,5.39,4.85,3083.86万,0.64,0.15%,25.13,13.67,21.35%,1.67%,12.40,0.89,0.39,0.05,39.64亿,210.91亿,6.01,0.94%,39.64亿,210.91亿,6.35,5.18,CNY
SH600583,海油工程,4.88,4.87,5.36,20.82万手,4.77,4.87,4.38,1.00亿,0.76,0.47%,亏损,亏损,56.53%,2.26%,756.77,0.95,0.00,0.06,44.21亿,211.34亿,5.05,1.25%,44.21亿,211.34亿,8.20,4.63,CNY
SH600546,山煤国际,11.06,11.06,12.17,25.38万手,10.56,11.06,9.95,2.74亿,0.84,1.28%,25.85,18.31,39.38%,4.52%,18.07,3.15,0.58,0.06,19.82亿,211.92亿,3.39,0.56%,19.82亿,211.92亿,14.65,4.77,CNY
SH601233,桐昆股份,11.63,11.60,12.79,12.54万手,11.43,11.63,10.47,1.45亿,1.03,0.68%,12.40,7.61,14.92%,1.72%,7.37,1.13,1.51,0.24,18.48亿,212.51亿,10.14,2.04%,18.48亿,212.51亿,15.98,11.25,CNY
SZ300595,欧普康视,50.40,50.09,55.08,55996手,48.59,50.07,45.06,2.78亿,0.94,1.30%,196.81,101.55,-83.28%,3.61%,97.41,21.70,0.48,0.07,6.07亿,298.93亿,2.27,0.14%,4.32亿,212.66亿,51.78,20.57,CNY
SZ002422,科伦药业,20.60,20.60,22.57,10.45万手,19.87,20.52,18.47,2.11亿,0.78,0.99%,331.18,46.47,-63.42%,3.56%,30.92,2.21,0.43,0.42,14.40亿,289.97亿,9.12,2.11%,10.58亿,213.10亿,33.50,18.89,CNY
SH600535,天士力,14.59,14.59,16.07,10.49万手,14.05,14.61,13.15,1.50亿,1.30,0.69%,18.08,25.15,-2.64%,3.70%,21.30,1.87,0.56,0.33,15.13亿,213.29亿,7.55,2.34%,15.13亿,213.29亿,19.28,13.33,CNY
SZ000709,河钢股份,2.03,2.02,2.23,23.34万手,2.00,2.03,1.83,4695.77万,1.26,0.22%,23.26,8.82,-44.39%,1.48%,8.34,0.44,0.23,0.00,106.19亿,213.43亿,4.57,0.00%,106.17亿,213.40亿,2.98,2.00,CNY
SH601099,太平洋,3.20,3.18,3.50,45.78万手,3.14,3.18,2.86,1.45亿,1.19,0.67%,54.41,103.65,-22.50%,1.89%,46.24,2.05,0.03,0.00,68.16亿,214.03亿,1.53,0.00%,68.16亿,214.03亿,4.18,2.88,CNY
SZ300088,长信科技,9.25,9.15,10.07,49.32万手,8.92,9.15,8.24,4.47亿,0.51,2.05%,28.47,25.30,48.50%,3.61%,25.98,3.38,0.36,0.10,24.40亿,219.61亿,2.66,1.11%,24.09亿,216.81亿,14.15,4.68,CNY
SH603883,老百姓,82.88,80.50,89.10,27100手,79.50,81.00,72.90,2.18亿,0.80,0.99%,29.77,42.82,-57.71%,4.17%,45.91,6.31,1.87,0.41,2.92亿,233.54亿,12.67,0.52%,2.73亿,218.35亿,85.66,50.67,CNY
SZ002773,康弘药业,35.74,35.21,38.74,31485手,34.88,35.22,31.70,1.11亿,0.65,0.51%,43.73,45.18,14.39%,2.44%,43.01,6.43,0.78,0.28,8.76亿,308.91亿,5.49,0.79%,6.21亿,219.18亿,43.23,29.24,CNY
SH601108,财通证券,9.36,9.28,10.24,30.49万手,9.11,9.31,8.38,2.81亿,1.25,1.27%,42.25,19.53,31.67%,2.69%,17.48,1.55,0.47,0.16,35.89亿,327.32亿,5.87,1.75%,24.07亿,219.49亿,13.25,8.90,CNY
SH603000,人民网,20.98,20.94,23.35,34.17万手,19.74,21.23,19.11,6.90亿,1.16,3.09%,亏损,65.26,0.65%,5.84%,65.19,6.92,0.30,0.13,11.06亿,219.59亿,2.87,0.66%,11.06亿,219.59亿,26.88,14.58,CNY
SZ002607,中公教育,27.72,27.54,30.38,11.54万手,26.00,27.62,24.86,3.12亿,1.28,1.41%,355.82,91.22,88.29%,6.23%,91.73,78.94,0.29,0.24,61.67亿,1655.33亿,0.34,0.89%,8.20亿,220.18亿,29.01,11.15,CNY
SZ000423,东阿阿胶,34.79,34.50,38.02,59650手,33.54,34.56,31.10,2.03亿,0.73,0.91%,亏损,亏损,-14.67%,3.62%,亏损,2.26,-1.41,0.20,6.54亿,220.73亿,14.94,0.59%,6.54亿,220.68亿,40.29,24.92,CNY
SH603005,晶方科技,70.71,67.00,75.19,14.34万手,66.04,68.35,61.52,9.80亿,0.84,4.46%,89.42,132.98,21.41%,6.83%,205.12,10.85,0.52,0.07,3.22亿,222.16亿,6.37,0.10%,3.22亿,222.16亿,98.86,11.57,CNY
SH600754,锦江酒店,28.67,28.36,31.12,29111手,27.75,28.29,25.46,8187.50万,0.78,0.36%,39.01,27.50,28.87%,3.25%,24.36,2.00,1.01,0.60,9.58亿,266.11亿,13.92,2.16%,8.02亿,222.78亿,30.84,21.20,CNY
SZ000883,湖北能源,3.48,3.47,3.81,70891手,3.43,3.46,3.11,2449.16万,0.92,0.11%,12.31,14.39,-8.36%,1.45%,14.89,0.80,0.24,0.10,65.07亿,223.21亿,4.27,2.92%,65.05亿,223.10亿,4.39,3.43,CNY
SH601162,天风证券,6.15,5.87,6.51,362.09万手,5.82,5.92,5.33,21.68亿,1.67,9.43%,120.49,149.35,-10.84%,5.57%,126.06,3.20,0.04,0.01,66.66亿,387.96亿,1.82,0.10%,38.38亿,223.40亿,10.43,4.59,CNY
SZ002916,深南电路,168.00,166.10,182.60,42718手,160.50,166.00,149.40,7.00亿,0.63,3.08%,69.43,58.11,8.71%,4.52%,62.36,15.12,2.78,0.82,4.75亿,768.72亿,10.70,0.51%,1.39亿,224.67亿,193.93,53.34,CNY
SH600895,张江高科,15.65,15.48,16.46,70.85万手,14.49,14.96,13.46,10.68亿,2.70,4.57%,19.26,31.59,67.91%,7.75%,38.56,2.33,0.46,0.12,15.49亿,224.71亿,6.22,0.83%,15.49亿,224.71亿,21.79,11.75,CNY
SH600885,宏发股份,31.70,31.52,34.67,10.80万手,30.10,31.52,28.37,3.31亿,1.36,1.45%,39.38,32.62,10.09%,5.08%,31.94,4.44,0.93,0.29,7.45亿,224.84亿,6.80,0.96%,7.45亿,224.84亿,39.50,21.27,CNY
SZ000627,天茂集团,5.37,5.35,5.89,16.25万手,5.18,5.35,4.82,8510.51万,1.25,0.38%,16.84,14.14,-14.31%,3.55%,14.58,1.22,0.37,0.13,49.41亿,258.89亿,4.29,2.48%,43.03亿,225.48亿,7.77,5.16,CNY
SZ002131,利欧股份,4.00,3.98,4.36,110.32万手,3.86,3.96,3.56,4.33亿,0.60,1.91%,75.10,101.32,54.52%,3.54%,85.64,3.17,0.04,0.01,67.55亿,263.44亿,1.23,0.15%,57.87亿,225.71亿,4.89,1.55,CNY
SH603708,家家悦,38.00,37.20,41.80,22398手,36.47,38.00,34.20,8323.01万,0.75,0.37%,32.18,46.01,44.70%,4.03%,49.53,7.33,0.81,0.50,6.08亿,226.63亿,5.08,1.34%,6.08亿,226.63亿,39.30,20.21,CNY
SH601689,拓普集团,22.65,22.20,24.09,13.30万手,21.40,21.90,19.71,2.93亿,0.85,1.27%,50.18,50.00,1.47%,5.71%,50.02,3.05,0.43,0.19,10.55亿,228.19亿,7.09,0.88%,10.48亿,226.78亿,27.00,9.07,CNY
SH601118,海南橡胶,5.37,5.20,5.75,44.82万手,5.14,5.23,4.71,2.35亿,1.14,1.05%,亏损,亏损,-31.18%,4.40%,167.83,2.37,-0.01,0.00,42.79亿,226.81亿,2.24,0.07%,42.79亿,226.81亿,5.79,3.87,CNY
SH603707,健友股份,62.96,62.84,68.20,20680手,60.88,62.00,55.80,1.28亿,0.98,0.56%,53.80,66.59,-0.76%,3.35%,72.71,13.85,0.92,0.30,7.18亿,439.85亿,4.42,0.49%,3.72亿,227.56亿,64.56,22.21,CNY
SZ000750,国海证券,4.27,4.25,4.69,35.21万手,4.18,4.26,3.83,1.49亿,1.08,0.65%,18.98,42.41,0.44%,2.11%,46.77,1.25,0.10,0.03,54.45亿,228.13亿,3.36,0.83%,54.45亿,228.13亿,5.30,3.82,CNY
SZ002608,江苏国信,6.13,6.11,6.74,14655手,6.04,6.13,5.52,889.75万,1.44,0.04%,11.95,12.85,10.85%,1.47%,9.49,0.83,0.47,0.00,37.78亿,228.20亿,7.28,0.00%,37.78亿,228.20亿,9.35,5.93,CNY
SH601966,玲珑轮胎,19.58,19.33,21.16,72776手,19.01,19.24,17.32,1.40亿,0.74,0.61%,15.66,13.27,44.30%,2.96%,13.96,2.08,1.46,0.43,12.00亿,232.80亿,9.34,2.22%,11.87亿,230.32亿,24.46,15.03,CNY
SH600862,中航高科,17.34,17.25,18.81,25.88万手,16.30,17.10,15.39,4.36亿,0.95,1.86%,31.05,37.04,53.94%,6.08%,41.85,5.29,0.45,0.16,13.93亿,230.83亿,3.13,0.97%,13.93亿,230.83亿,18.15,8.31,CNY
SZ002429,兆驰股份,5.29,5.05,5.64,118.50万手,5.03,5.13,4.62,6.13亿,0.88,2.64%,28.95,20.34,-7.06%,5.07%,20.55,2.35,0.25,0.00,45.27亿,233.14亿,2.19,0.00%,44.96亿,231.56亿,6.97,2.56,CNY
SZ000728,国元证券,8.12,8.08,8.95,22.78万手,7.85,8.14,7.33,1.82亿,1.68,0.77%,23.38,34.11,21.65%,3.32%,28.93,1.04,0.23,0.25,33.65亿,264.52亿,7.52,3.18%,29.46亿,231.57亿,10.40,7.07,CNY
SH600779,水井坊,49.48,49.48,54.65,67613手,47.08,49.68,44.71,3.25亿,0.88,1.38%,30.41,29.08,57.36%,4.83%,28.11,10.07,1.63,1.45,4.89亿,232.25亿,4.72,3.05%,4.88亿,232.14亿,60.37,38.51,CNY
SZ000513,丽珠集团,40.36,40.06,43.84,70139手,38.71,39.85,35.87,2.76亿,1.02,1.17%,22.81,27.83,47.60%,4.14%,27.97,3.13,1.40,1.15,9.38亿,364.41亿,12.41,2.95%,5.99亿,232.60亿,44.91,21.39,CNY
SH601997,贵阳银行,7.76,7.74,8.55,14.05万手,7.59,7.77,6.99,1.08亿,1.01,0.46%,4.06,4.07,-46.17%,2.19%,4.21,0.68,1.87,0.31,32.18亿,244.25亿,11.09,4.08%,30.70亿,233.00亿,9.79,7.50,CNY
SZ002373,千方科技,23.15,22.36,24.42,22.34万手,22.15,22.20,19.98,5.06亿,1.12,2.14%,72.21,34.10,19.79%,4.50%,32.85,3.64,0.65,0.07,14.91亿,332.94亿,6.13,0.31%,10.45亿,233.40亿,30.86,14.41,CNY
SH600372,中航电子,13.42,13.30,14.65,73270手,13.03,13.32,11.99,9673.83万,0.97,0.42%,78.00,34.96,-65.56%,2.93%,42.02,3.13,0.38,0.06,17.60亿,233.67亿,4.24,0.45%,17.60亿,233.67亿,16.14,12.12,CNY
SH600516,方大炭素,8.98,8.96,10.00,88.30万手,8.60,9.09,8.18,7.71亿,1.42,3.25%,75.94,17.13,14.92%,4.18%,11.73,1.56,0.51,0.00,27.19亿,236.51亿,5.56,0.00%,27.19亿,236.51亿,13.27,8.02,CNY
SZ002511,中顺洁柔,18.99,18.84,20.99,18.62万手,18.38,19.08,17.17,3.49亿,1.37,1.47%,33.43,36.95,-44.96%,3.20%,40.62,5.77,0.51,0.07,13.09亿,245.29亿,3.25,0.40%,12.66亿,237.30亿,19.64,9.83,CNY
SZ002797,第一创业,7.02,6.97,7.66,41.72万手,6.81,6.96,6.26,2.88亿,0.75,1.19%,25.41,51.61,24.04%,3.02%,46.49,2.57,0.13,0.03,35.02亿,238.51亿,2.65,0.37%,35.02亿,238.51亿,9.07,5.44,CNY
SZ000723,美锦能源,6.46,6.41,7.18,31.11万手,6.30,6.53,5.88,1.98亿,1.09,0.82%,亏损,49.55,52.92%,2.45%,27.11,3.19,0.13,0.00,40.99亿,259.07亿,1.98,0.00%,37.74亿,238.51亿,13.99,6.25,CNY
SZ002601,龙蟒佰利,17.09,16.95,18.54,96418手,16.53,16.85,15.17,1.62亿,0.74,0.67%,9.38,11.77,-32.58%,3.32%,13.04,2.28,1.41,0.75,20.32亿,338.13亿,7.29,4.51%,14.40亿,239.64亿,18.59,11.51,CNY
SH600642,申能股份,5.30,5.28,5.81,62382手,5.26,5.28,4.75,3299.84万,1.26,0.14%,14.34,11.87,-11.64%,0.76%,11.36,0.87,0.45,0.22,49.12亿,259.85亿,6.11,4.16%,45.52亿,240.80亿,6.26,4.98,CNY
SZ002466,天齐锂业,16.69,16.68,18.40,36.95万手,16.01,16.73,15.06,6.04亿,0.58,2.50%,亏损,亏损,52.58%,4.06%,亏损,3.97,-4.46,0.00,14.77亿,241.36亿,4.12,0.00%,14.77亿,241.36亿,38.38,15.18,CNY
SZ300676,华大基因,104.45,102.00,112.29,75430手,98.54,102.08,91.87,7.60亿,1.05,3.09%,70.58,124.25,-61.68%,5.79%,143.05,8.85,0.80,0.10,4.00亿,395.30亿,11.16,0.10%,2.45亿,241.57亿,118.86,54.22,CNY
SH600667,太极实业,11.95,11.89,13.01,72.02万手,11.19,11.83,10.65,8.33亿,0.70,3.42%,56.21,38.13,8.35%,6.42%,38.83,3.48,0.30,0.15,21.06亿,241.58亿,3.30,1.29%,21.06亿,241.58亿,16.19,6.39,CNY
SZ002242,九阳股份,32.59,32.59,35.20,44407手,31.40,32.00,28.80,1.42亿,1.04,0.58%,41.42,30.12,-72.59%,3.72%,29.53,6.23,1.05,1.08,7.67亿,243.35亿,5.09,3.40%,7.63亿,242.06亿,33.78,18.56,CNY
SZ300308,中际旭创,63.90,63.38,69.36,49419手,60.32,63.05,56.75,3.05亿,1.13,1.24%,70.45,76.28,-54.10%,5.68%,84.33,6.10,0.80,0.08,7.13亿,433.03亿,9.95,0.14%,3.99亿,242.10亿,73.45,28.92,CNY
SZ300212,易华录,48.80,48.42,53.74,57653手,46.96,48.85,43.97,2.75亿,0.89,1.12%,103.55,69.44,92.33%,3.77%,66.65,7.60,0.68,0.17,5.42亿,255.96亿,6.22,0.36%,5.14亿,242.72亿,53.19,21.68,CNY
SZ002385,大北农,9.01,8.70,9.71,99.25万手,8.58,8.83,7.95,8.74亿,0.71,3.57%,19.69,36.03,2.54%,4.87%,71.44,3.48,0.24,0.29,41.95亿,366.67亿,2.51,3.33%,27.84亿,243.28亿,10.27,3.93,CNY
SZ002705,新宝股份,32.02,32.00,34.28,28522手,30.62,31.16,28.04,8855.50万,0.70,0.36%,49.31,33.95,66.10%,4.49%,35.70,5.55,0.90,0.40,8.01亿,245.41亿,5.52,1.31%,7.96亿,243.77亿,32.70,8.81,CNY
SH600153,建发股份,8.83,8.78,9.70,17.88万手,8.53,8.82,7.94,1.55亿,0.97,0.63%,4.17,4.29,-36.49%,3.40%,5.24,0.75,2.01,0.50,28.35亿,244.96亿,11.47,5.79%,28.35亿,244.96亿,9.32,6.99,CNY
SH600380,健康元,13.16,13.00,14.30,16.13万手,12.55,13.00,11.70,2.07亿,0.92,0.83%,21.90,28.22,5.17%,4.69%,27.41,2.30,0.45,0.16,19.47亿,245.12亿,5.47,1.27%,19.47亿,245.12亿,13.55,7.51,CNY
SH600977,中国电影,13.30,13.20,14.56,10.17万手,12.95,13.24,11.92,1.34亿,1.28,0.54%,亏损,51.26,61.41%,2.64%,23.13,2.09,0.26,0.32,18.67亿,245.51亿,6.30,2.42%,18.67亿,245.51亿,17.40,11.19,CNY
SH600369,西南证券,4.45,4.45,4.88,16.56万手,4.35,4.44,4.00,7271.78万,1.44,0.29%,30.28,29.53,13.70%,2.25%,23.57,1.24,0.15,0.08,56.45亿,245.56亿,3.51,1.84%,56.45亿,245.56亿,5.68,4.17,CNY
SZ300168,万达信息,21.21,21.13,23.27,12.45万手,20.55,21.15,19.04,2.60亿,0.53,1.06%,亏损,亏损,-16.51%,3.12%,亏损,9.03,-1.31,0.00,11.88亿,247.73亿,2.31,0.00%,11.79亿,245.96亿,24.60,8.53,CNY
SH600188,兖州煤业,8.49,8.44,9.34,12.74万手,8.30,8.49,7.64,1.07亿,0.86,0.43%,6.66,5.16,-23.96%,2.24%,4.69,0.79,1.61,1.59,48.89亿,406.74亿,10.60,19.08%,29.60亿,246.26亿,11.06,8.07,CNY
SZ000050,深天马A,14.08,13.89,15.35,14.90万手,13.50,13.95,12.56,2.04亿,0.83,0.81%,22.94,32.87,26.11%,4.16%,33.34,1.02,0.41,0.08,20.48亿,276.50亿,13.19,0.59%,18.29亿,246.90亿,18.95,12.80,CNY
SH600909,华安证券,7.06,7.02,7.73,32.27万手,6.81,7.03,6.33,2.24亿,1.41,0.89%,19.43,26.07,33.07%,3.56%,22.31,1.82,0.26,0.10,36.21亿,247.31亿,3.76,1.46%,36.21亿,247.31亿,9.78,5.77,CNY
SH601138,工业富联,13.74,13.58,14.96,34.11万手,13.23,13.60,12.24,4.57亿,0.94,1.83%,35.24,14.96,8.66%,3.75%,14.15,2.89,0.89,0.20,198.55亿,2632.75亿,4.59,1.51%,18.68亿,247.69亿,21.00,11.37,CNY
SH603816,顾家家居,42.90,42.71,46.98,27039手,41.32,42.71,38.44,1.13亿,0.76,0.46%,20.60,21.55,14.29%,3.70%,21.76,4.38,1.95,1.17,6.02亿,252.68亿,9.59,2.79%,5.91亿,248.19亿,49.25,27.35,CNY
SH600038,中直股份,43.25,42.77,47.25,42691手,41.95,42.95,38.66,1.81亿,0.77,0.72%,119.58,44.23,58.05%,3.03%,42.21,3.02,0.95,0.30,5.89亿,248.29亿,13.97,0.71%,5.89亿,248.29亿,51.49,38.18,CNY
SH600699,均胜电子,20.44,19.88,21.79,30.50万手,19.51,19.81,17.83,6.12亿,1.05,2.46%,104.61,34.45,39.36%,4.69%,26.45,1.99,0.58,0.07,12.37亿,248.69亿,10.09,0.35%,12.37亿,248.69亿,32.80,13.52,CNY
SH600027,华电国际,3.65,3.63,4.02,19.90万手,3.56,3.65,3.29,7144.24万,0.87,0.28%,7.40,9.20,2.57%,2.47%,10.34,0.76,0.39,0.15,98.63亿,352.11亿,4.71,4.09%,69.96亿,249.75亿,4.17,3.00,CNY
SH601216,君正集团,2.97,2.96,3.26,46.24万手,2.91,2.96,2.66,1.36亿,1.15,0.55%,9.93,10.42,-1.69%,2.03%,10.02,1.28,0.28,0.35,84.38亿,249.77亿,2.32,11.82%,84.38亿,249.77亿,3.52,2.39,CNY
SH600221,海航控股,1.54,1.49,1.65,94.78万手,1.47,1.50,1.35,1.43亿,1.18,0.58%,亏损,亏损,-21.17%,4.67%,47.03,0.63,-0.41,0.00,168.06亿,255.45亿,2.42,0.00%,164.36亿,249.83亿,2.11,1.38,CNY
SH600150,中国船舶,18.51,18.35,20.19,52991手,18.04,18.35,16.52,9682.57万,0.54,0.38%,8450.03,亏损,75.16%,2.56%,189.11,1.81,-0.25,0.00,42.22亿,765.45亿,9.99,0.00%,13.78亿,249.85亿,29.55,17.03,CNY
SH601158,重庆水务,5.29,5.26,5.79,25941手,5.20,5.26,4.73,1358.23万,1.10,0.05%,23.33,15.71,58.12%,1.71%,15.05,1.64,0.33,0.26,48.00亿,250.56亿,3.18,4.92%,48.00亿,250.56亿,5.88,5.03,CNY
SZ300357,我武生物,57.45,55.88,61.06,43843手,54.64,55.51,49.96,2.45亿,0.81,0.96%,174.34,105.47,27.74%,5.06%,96.71,21.95,0.52,0.18,5.24亿,288.49亿,2.51,0.33%,4.58亿,252.13亿,60.56,27.72,CNY
SH600315,上海家化,38.55,37.80,41.84,91558手,37.10,38.04,34.24,3.45亿,0.90,1.36%,52.96,57.02,-62.21%,3.81%,45.34,3.99,0.66,0.25,6.71亿,252.59亿,9.43,0.66%,6.71亿,252.59亿,39.33,24.44,CNY
SH603345,安井食品,112.60,112.52,123.75,19976手,107.13,112.50,101.25,2.18亿,1.09,0.87%,73.94,65.53,54.98%,4.86%,69.55,8.74,1.68,0.47,2.36亿,259.66亿,12.57,0.43%,2.30亿,252.73亿,116.40,43.66,CNY
SH603858,步长制药,22.80,22.67,24.98,12.10万手,22.15,22.71,20.44,2.71亿,0.89,1.06%,20.83,12.90,91.82%,2.86%,13.03,1.82,1.72,1.61,11.42亿,253.55亿,12.21,7.27%,11.42亿,253.55亿,23.76,17.02,CNY
SZ000401,冀东水泥,19.30,19.29,21.32,31.82万手,18.68,19.38,17.44,6.02亿,1.01,2.36%,亏损,10.69,43.74%,3.20%,9.40,2.11,1.76,0.50,13.48亿,253.87亿,8.93,2.65%,13.47亿,253.82亿,22.10,12.80,CNY
SH600739,辽宁成大,16.93,16.93,18.65,12.75万手,16.48,16.95,15.26,2.12亿,1.08,0.83%,44.77,34.97,-85.15%,2.65%,21.19,1.17,0.48,0.10,15.30亿,254.70亿,14.20,0.60%,15.30亿,254.70亿,21.50,12.30,CNY
