股票代号,股票名,最高,今开,涨停,成交量,最低,昨收,跌停,成交额,量比,换手,市盈率(动),市盈率(TTM),委比,振幅,市盈率(静),市净率,每股收益,股息(TTM),总股本,总市值,每股净资产,股息率(TTM),流通股,流通值,52周最高,52周最低,货币单位
SH600486,扬农化工,84.31,84.00,92.39,34394手,81.33,83.99,75.59,2.85亿,1.42,1.11%,14.29,21.77,-27.24%,3.55%,21.80,4.62,3.78,0.65,3.10亿,255.05亿,17.80,0.79%,3.10亿,255.05亿,86.86,48.02,CNY
SH600529,山东药玻,43.58,43.01,47.74,58898手,42.36,43.40,39.06,2.54亿,0.67,0.99%,47.25,53.12,-70.09%,2.81%,56.02,6.42,0.81,0.30,5.95亿,256.97亿,6.73,0.69%,5.95亿,256.97亿,46.78,18.18,CNY
SH600208,新湖中宝,3.06,3.06,3.32,44.01万手,2.97,3.02,2.72,1.33亿,1.25,0.51%,47.38,17.36,2.10%,2.98%,11.94,0.74,0.17,0.01,85.99亿,257.12亿,4.03,0.33%,85.98亿,257.09亿,5.13,2.80,CNY
SZ002465,海格通信,12.67,12.23,13.39,46.03万手,12.03,12.17,10.95,5.67亿,1.28,2.16%,221.66,53.74,47.50%,5.26%,53.79,2.90,0.23,0.12,23.05亿,279.41亿,4.18,0.99%,21.27亿,257.85亿,13.86,8.52,CNY
SH600066,宇通客车,12.18,12.14,13.37,10.54万手,11.67,12.15,10.94,1.25亿,0.84,0.48%,亏损,17.38,18.20%,4.20%,13.32,1.58,0.67,1.00,22.14亿,258.37亿,7.39,8.57%,22.14亿,258.37亿,15.35,10.91,CNY
SH603589,口子窖,44.83,44.46,49.48,80911手,42.80,44.98,40.48,3.51亿,0.98,1.35%,26.60,18.24,-73.20%,4.51%,15.04,3.57,2.36,1.50,6.00亿,258.78亿,12.09,3.48%,6.00亿,258.78亿,68.88,34.80,CNY
SZ002468,申通快递,18.46,18.46,20.22,11.13万手,17.54,18.38,16.54,2.00亿,0.72,0.76%,116.66,25.66,-27.06%,5.01%,19.34,2.96,0.69,0.10,15.31亿,272.33亿,6.01,0.56%,14.62亿,260.02亿,30.64,15.70,CNY
SH600362,江西铜业,12.79,12.73,14.12,12.68万手,12.50,12.84,11.56,1.60亿,0.85,0.61%,68.22,23.21,9.70%,2.26%,17.73,0.90,0.54,0.10,34.63亿,437.34亿,14.08,0.79%,20.75亿,262.10亿,17.62,12.10,CNY
SH600089,特变电工,7.26,7.17,7.92,39.57万手,7.04,7.20,6.48,2.83亿,0.66,1.07%,15.99,13.29,37.21%,3.06%,13.05,0.85,0.53,0.16,37.14亿,263.34亿,8.29,2.33%,37.14亿,263.34亿,8.46,5.61,CNY
SZ000671,阳光城,6.77,6.77,7.45,20.59万手,6.54,6.77,6.09,1.37亿,0.89,0.51%,15.49,6.48,15.65%,3.40%,6.68,1.20,1.01,0.20,40.93亿,268.48亿,5.46,3.05%,40.15亿,263.36亿,8.86,5.65,CNY
SH601992,金隅集团,3.24,3.23,3.55,19.00万手,3.15,3.23,2.91,6061.43万,1.17,0.23%,61.69,9.90,4.22%,2.79%,9.13,0.73,0.32,0.12,106.78亿,337.42亿,4.32,3.80%,83.34亿,263.36亿,3.89,2.86,CNY
SH600398,海澜之家,6.06,6.00,6.61,73914手,5.96,6.01,5.41,4439.47万,0.92,0.17%,22.31,11.47,46.16%,1.66%,8.21,1.99,0.52,0.28,44.20亿,263.43亿,2.99,4.70%,44.20亿,263.43亿,9.27,5.96,CNY
SZ300012,华测检测,17.76,17.74,19.49,12.69万手,17.17,17.72,15.95,2.21亿,0.94,0.84%,552.35,65.46,-0.65%,3.33%,61.03,9.10,0.27,0.03,16.63亿,290.76亿,1.92,0.20%,15.10亿,263.94亿,18.58,8.20,CNY
SZ002399,海普瑞,22.04,21.98,24.09,56761手,20.91,21.90,19.71,1.21亿,0.81,0.46%,25.89,32.74,14.96%,5.16%,24.96,3.45,0.65,0.18,12.47亿,264.41亿,6.14,0.85%,12.47亿,264.41亿,27.76,14.87,CNY
SZ002507,涪陵榨菜,35.21,34.99,38.26,91025手,33.78,34.78,31.30,3.13亿,0.98,1.17%,40.76,43.86,-16.50%,4.11%,44.61,8.88,0.78,0.30,7.89亿,269.96亿,3.85,0.88%,7.78亿,265.92亿,36.96,21.20,CNY
SZ002156,通富微电,23.68,22.43,24.76,56.89万手,22.05,22.51,20.26,13.00亿,0.77,4.93%,亏损,441.01,67.33%,7.24%,1397.12,4.38,0.05,0.00,11.54亿,267.43亿,5.29,0.00%,11.54亿,267.38亿,33.89,7.63,CNY
SH600297,广汇汽车,3.40,3.36,3.70,25.81万手,3.28,3.36,3.02,8585.08万,0.84,0.32%,亏损,19.20,17.44%,3.57%,10.35,0.71,0.17,0.00,81.58亿,269.21亿,4.62,0.00%,81.10亿,267.64亿,4.79,3.15,CNY
SZ002299,圣农发展,25.65,24.98,27.35,25.02万手,24.29,24.86,22.37,6.22亿,0.66,2.28%,10.85,7.35,89.31%,5.47%,7.43,3.23,3.33,1.49,12.44亿,304.23亿,7.56,6.11%,10.96亿,267.99亿,29.25,16.97,CNY
SZ000999,华润三九,28.11,28.10,31.00,55737手,27.19,28.18,25.36,1.54亿,1.60,0.57%,12.59,18.16,41.37%,3.26%,12.71,2.05,1.51,0.43,9.79亿,268.61亿,13.38,1.57%,9.78亿,268.47亿,39.45,24.50,CNY
SZ300628,亿联网络,87.98,86.58,95.12,29800手,83.58,86.47,77.82,2.54亿,0.98,0.93%,34.49,37.66,7.32%,5.09%,40.86,10.59,2.24,0.90,5.99亿,504.69亿,7.95,1.07%,3.19亿,268.48亿,116.59,41.48,CNY
SH600688,上海石化,3.83,3.80,4.22,15.57万手,3.68,3.84,3.46,5815.17万,1.25,0.21%,亏损,99.95,39.74%,3.91%,18.09,1.40,0.04,0.12,108.24亿,400.48亿,2.64,3.24%,73.29亿,271.17亿,5.45,3.23,CNY
SH601919,中远海控,3.27,3.27,3.59,34.83万手,3.14,3.26,2.93,1.11亿,1.32,0.40%,33.01,6.04,-18.28%,3.99%,5.69,1.07,0.52,0.00,122.60亿,384.95亿,2.92,0.00%,86.57亿,271.84亿,5.48,3.14,CNY
SZ002557,洽洽食品,55.27,55.00,60.05,39972手,53.31,54.59,49.13,2.16亿,0.67,0.79%,45.81,42.72,-83.74%,3.59%,45.20,7.23,1.26,0.70,5.07亿,272.82亿,7.44,1.30%,5.07亿,272.82亿,59.90,20.57,CNY
SZ002223,鱼跃医疗,33.10,33.10,36.99,42.16万手,31.41,33.63,30.27,13.53亿,1.15,4.86%,20.66,35.58,-75.68%,5.03%,42.01,4.90,0.89,0.40,10.02亿,316.18亿,6.44,1.27%,8.67亿,273.41亿,41.40,17.98,CNY
SZ300316,晶盛机电,23.98,23.94,26.39,34.30万手,22.40,23.99,21.59,7.89亿,0.92,2.85%,54.38,45.24,76.24%,6.59%,45.81,6.23,0.50,0.10,12.84亿,291.96亿,3.65,0.44%,12.04亿,273.74亿,30.49,11.24,CNY
SH601117,中国化学,5.63,5.61,6.17,31.75万手,5.50,5.61,5.05,1.76亿,1.44,0.64%,12.92,9.22,36.95%,2.32%,8.94,0.84,0.60,0.19,49.33亿,273.78亿,6.61,3.37%,49.33亿,273.78亿,7.74,5.28,CNY
SZ300529,健帆生物,62.20,62.00,67.43,81607手,58.98,61.30,55.17,4.92亿,1.51,1.77%,64.41,75.94,35.87%,5.25%,83.24,20.33,0.78,0.47,7.98亿,475.13亿,2.93,0.80%,4.60亿,273.93亿,63.97,28.11,CNY
SH600170,上海建工,3.13,3.12,3.43,17.14万手,3.08,3.12,2.81,5312.79万,0.91,0.19%,55.34,10.02,-22.87%,1.60%,6.98,1.03,0.31,0.14,89.04亿,274.26亿,2.99,4.54%,89.04亿,274.26亿,3.90,2.91,CNY
SZ002074,国轩高科,--,--,29.90,0手,--,27.18,24.46,0.00,0.00,0.00%,228.19,亏损,0.00%,--,598.90,3.43,-0.10,0.00,11.29亿,306.96亿,7.92,0.00%,10.09亿,274.33亿,29.60,11.31,CNY
SH603806,福斯特,38.26,37.88,41.57,45242手,36.56,37.79,34.01,1.69亿,1.10,0.62%,44.30,30.62,55.51%,4.50%,28.67,4.26,1.22,0.39,7.32亿,274.37亿,8.80,1.05%,7.32亿,274.37亿,38.63,22.71,CNY
SH600350,山东高速,5.88,5.85,6.44,12.56万手,5.65,5.85,5.27,7200.51万,0.69,0.26%,亏损,13.01,-25.41%,3.93%,9.04,0.92,0.44,0.38,48.11亿,275.20亿,6.21,6.64%,48.11亿,275.20亿,6.11,4.03,CNY
SH601066,中信建投,33.59,33.33,36.88,35.34万手,31.82,33.53,30.18,11.49亿,1.51,4.09%,31.24,40.87,58.78%,5.28%,44.31,5.01,0.78,0.24,76.46亿,2437.67亿,6.36,0.74%,8.64亿,275.56亿,38.89,16.20,CNY
SH601990,南京证券,14.13,14.03,15.51,72.42万手,13.33,14.10,12.69,9.90亿,1.30,3.51%,47.95,60.67,22.85%,5.67%,62.37,3.87,0.22,0.07,32.99亿,442.70亿,3.47,0.52%,20.61亿,276.58亿,19.24,7.05,CNY
SH603228,景旺电子,48.12,47.66,52.42,41867手,46.10,47.65,42.89,1.96亿,0.66,0.70%,31.70,32.12,22.99%,4.24%,33.57,6.95,1.44,0.30,6.08亿,281.01亿,6.65,0.65%,5.99亿,276.68亿,55.88,34.30,CNY
SZ000961,中南建设,7.63,7.60,8.36,15.98万手,7.40,7.60,6.84,1.19亿,0.68,0.43%,11.20,6.47,72.14%,3.03%,6.69,1.26,1.14,0.28,37.63亿,278.50亿,5.89,3.78%,37.52亿,277.61亿,11.04,6.91,CNY
SZ002152,广电运通,12.08,11.99,13.27,80.93万手,11.54,12.06,10.85,9.52亿,0.66,3.38%,48.61,39.83,19.20%,4.48%,36.87,3.08,0.29,0.12,24.09亿,279.44亿,3.77,1.03%,23.93亿,277.63亿,14.46,6.26,CNY
SZ002673,西部证券,8.15,8.04,8.87,19.77万手,7.92,8.06,7.25,1.59亿,0.75,0.56%,27.36,98.55,23.02%,2.85%,45.51,1.55,0.08,0.06,35.02亿,277.70亿,5.12,0.79%,35.02亿,277.70亿,10.64,7.52,CNY
SH600201,生物股份,25.46,25.15,27.53,13.93万手,24.51,25.03,22.53,3.47亿,1.27,1.24%,46.15,130.50,-90.89%,3.80%,125.70,5.80,0.19,0.06,11.26亿,277.84亿,4.25,0.24%,11.26亿,277.84亿,26.51,13.85,CNY
SZ002439,启明星辰,40.74,40.54,44.61,78909手,38.86,40.55,36.50,3.12亿,0.76,1.11%,亏损,56.28,-44.40%,4.64%,53.10,7.11,0.70,0.03,9.34亿,365.50亿,5.51,0.06%,7.12亿,278.60亿,46.15,23.47,CNY
SH600598,北大荒,16.06,15.56,17.40,27.18万手,15.33,15.82,14.24,4.28亿,0.71,1.53%,18.48,29.21,9.43%,4.61%,32.85,3.97,0.54,0.38,17.78亿,278.74亿,3.95,2.42%,17.78亿,278.74亿,18.15,8.82,CNY
SH600068,葛洲坝,6.23,6.22,6.88,39.58万手,6.02,6.25,5.63,2.42亿,1.51,0.86%,17.18,5.42,47.72%,3.36%,5.13,0.91,1.12,0.16,46.05亿,279.05亿,6.63,2.57%,46.05亿,279.05亿,7.51,5.30,CNY
SH601179,中国西电,5.68,5.60,6.19,85.04万手,5.44,5.63,5.07,4.68亿,0.68,1.66%,220.07,77.86,0.07%,4.26%,67.60,1.41,0.07,0.05,51.26亿,279.36亿,3.87,0.92%,51.26亿,279.36亿,8.11,3.03,CNY
SZ002508,老板电器,30.68,30.48,33.55,80144手,29.73,30.50,27.45,2.41亿,1.25,0.86%,28.98,18.75,8.05%,3.11%,17.87,4.00,1.60,0.50,9.49亿,284.04亿,7.49,1.67%,9.35亿,279.82亿,36.50,21.67,CNY
SZ002603,以岭药业,30.19,30.19,33.53,45.75万手,28.34,30.48,27.43,13.29亿,0.99,4.64%,19.54,45.28,7.03%,6.07%,56.45,4.09,0.63,0.20,12.04亿,342.34亿,6.96,0.70%,9.87亿,280.70亿,41.69,10.01,CNY
SH600132,重庆啤酒,59.50,57.70,62.92,37840手,56.85,57.20,51.48,2.21亿,1.71,0.78%,206.67,46.57,4.09%,4.63%,42.91,19.42,1.25,1.40,4.84亿,281.91亿,3.00,2.40%,4.84亿,281.91亿,59.50,38.30,CNY
SH601198,东兴证券,10.53,10.46,11.52,95294手,10.27,10.47,9.42,9878.87万,1.16,0.35%,22.92,29.07,-4.73%,2.48%,23.23,1.37,0.35,0.14,27.58亿,283.52亿,7.49,1.36%,27.58亿,283.52亿,13.54,10.04,CNY
SZ002212,南洋股份,26.03,26.03,28.41,71166手,25.20,25.83,23.25,1.82亿,0.59,0.63%,亏损,88.23,6.14%,3.21%,73.10,3.38,0.29,0.00,11.58亿,293.10亿,7.49,0.00%,11.23亿,284.24亿,32.32,13.12,CNY
SH603568,伟明环保,30.20,29.94,32.95,20701手,29.40,29.95,26.96,6139.38万,0.99,0.21%,36.21,30.29,72.63%,2.67%,29.18,6.19,0.97,0.31,9.67亿,284.37亿,4.75,1.05%,9.66亿,284.30亿,32.10,18.20,CNY
SH600426,华鲁恒升,18.30,18.10,20.09,12.90万手,17.43,18.26,16.43,2.28亿,0.94,0.80%,16.64,12.76,-74.10%,4.76%,11.66,1.95,1.38,0.35,16.27亿,285.97亿,9.01,1.99%,16.20亿,284.85亿,21.52,13.20,CNY
SH600079,人福医药,23.95,23.78,25.69,27.08万手,22.07,23.35,21.02,6.20亿,1.05,2.11%,54.98,37.27,63.18%,8.05%,35.67,3.12,0.60,0.05,13.54亿,300.52亿,7.12,0.23%,12.86亿,285.50亿,24.09,9.47,CNY
SH600126,杭钢股份,8.68,8.44,9.33,115.50万手,8.23,8.48,7.63,9.78亿,1.72,3.42%,50.62,46.20,-14.64%,5.31%,31.42,1.51,0.18,0.12,33.77亿,288.41亿,5.66,1.41%,33.77亿,288.41亿,8.86,3.82,CNY
SH601555,东吴证券,7.66,7.62,8.39,18.91万手,7.46,7.63,6.87,1.43亿,1.26,0.49%,19.48,36.40,-30.17%,2.62%,27.91,1.07,0.20,0.13,38.81亿,289.49亿,6.95,1.74%,38.81亿,289.49亿,10.45,7.14,CNY
SZ002180,纳思达,29.84,29.56,32.52,14.53万手,28.56,29.56,26.60,4.22亿,0.69,1.44%,252.70,44.81,28.92%,4.33%,41.16,5.09,0.64,0.10,10.63亿,306.35亿,5.66,0.35%,10.07亿,290.07亿,49.58,20.46,CNY
SZ002405,四维图新,15.56,15.08,16.54,57.75万手,14.86,15.04,13.54,8.82亿,1.07,3.02%,亏损,132.68,13.31%,4.65%,87.85,3.85,0.11,0.02,19.62亿,297.96亿,3.94,0.12%,19.10亿,290.14亿,21.23,12.76,CNY
SH603444,吉比特,416.09,416.09,457.70,10254手,398.00,416.09,374.48,4.16亿,1.06,1.43%,22.51,31.61,-33.33%,4.35%,35.86,8.54,12.77,5.00,7186.46万,290.15亿,47.28,1.24%,7186.46万,290.15亿,447.18,184.80,CNY
SH600998,九州通,17.25,17.00,18.82,59079手,16.88,17.11,15.40,1.01亿,0.70,0.35%,13.99,16.34,-47.35%,2.16%,18.70,1.88,1.05,0.00,18.78亿,322.96亿,9.13,0.00%,16.91亿,290.78亿,20.50,11.53,CNY
SH600584,长电科技,30.28,29.14,32.56,102.74万手,28.29,29.60,26.64,30.06亿,0.69,10.43%,88.57,176.22,-82.79%,6.72%,534.57,3.68,0.17,0.00,16.03亿,473.97亿,8.04,0.00%,9.85亿,291.14亿,35.18,11.52,CNY
SH603501,韦尔股份,191.00,188.75,205.37,54687手,182.50,186.70,168.03,10.19亿,0.62,3.50%,90.31,186.69,-81.05%,4.55%,345.33,17.75,1.00,0.07,8.64亿,1607.98亿,10.49,0.04%,1.56亿,291.18亿,221.87,38.59,CNY
SZ002146,荣盛发展,7.63,7.61,8.36,19.34万手,7.48,7.60,6.84,1.46亿,1.24,0.50%,9.23,3.53,40.97%,1.97%,3.57,0.78,2.12,0.48,43.48亿,325.68亿,9.58,6.41%,38.94亿,291.63亿,10.05,7.12,CNY
SZ002812,恩捷股份,57.85,57.85,63.69,80479手,55.76,57.90,52.11,4.56亿,0.78,1.54%,81.52,58.11,-37.46%,3.61%,53.04,9.85,0.96,0.13,8.05亿,450.77亿,5.68,0.22%,5.21亿,291.67亿,69.08,26.58,CNY
SH600109,国金证券,10.04,9.97,11.02,46.59万手,9.64,10.02,9.02,4.58亿,1.29,1.54%,15.32,21.24,-27.57%,3.99%,22.48,1.38,0.45,0.05,30.24亿,291.85亿,6.99,0.52%,30.24亿,291.85亿,11.87,7.40,CNY
SZ002384,东山精密,24.75,24.51,26.95,31.56万手,23.78,24.50,22.05,7.65亿,0.73,2.58%,46.30,54.08,26.89%,3.96%,54.76,4.39,0.44,0.05,16.07亿,384.77亿,5.45,0.21%,12.23亿,292.83亿,36.59,12.91,CNY
SZ002739,万达电影,16.72,16.54,18.37,11.51万手,16.20,16.70,15.03,1.90亿,0.87,0.65%,亏损,亏损,-17.83%,3.11%,亏损,2.68,-2.76,0.00,20.78亿,345.85亿,6.20,0.00%,17.61亿,293.06亿,22.71,13.85,CNY
SH600177,雅戈尔,6.52,6.50,7.11,15.21万手,6.34,6.46,5.81,9730.59万,1.42,0.33%,7.10,6.90,8.92%,2.79%,7.39,1.20,0.92,0.22,46.29亿,293.48亿,5.29,3.42%,46.29亿,293.48亿,7.55,6.10,CNY
SZ002008,大族激光,30.36,30.20,33.41,15.82万手,29.18,30.37,27.33,4.70亿,0.89,1.59%,73.81,53.77,45.38%,3.89%,49.30,3.78,0.55,0.20,10.67亿,316.60亿,7.85,0.67%,9.94亿,294.79亿,45.92,23.61,CNY
SZ002013,中航机电,8.60,8.51,9.30,32.82万手,8.17,8.45,7.61,2.74亿,0.69,0.91%,114.35,30.70,-15.01%,5.09%,30.83,3.13,0.27,0.06,36.09亿,296.27亿,2.62,0.73%,36.08亿,296.25亿,8.90,6.00,CNY
SZ300033,同花顺,114.39,112.81,124.09,61128手,111.00,112.81,101.53,6.87亿,0.85,2.27%,117.72,64.63,27.59%,3.01%,66.54,16.29,1.72,0.85,5.38亿,597.27亿,6.82,0.77%,2.69亿,298.73亿,148.63,73.92,CNY
SH600271,航天信息,16.75,16.66,18.29,12.43万手,16.25,16.63,14.97,2.05亿,0.96,0.67%,亏损,62.19,67.96%,3.01%,21.30,2.74,0.26,0.23,18.63亿,303.59亿,5.95,1.41%,18.47亿,301.03亿,25.88,16.25,CNY
SZ002236,大华股份,16.52,16.28,17.69,37.40万手,16.04,16.08,14.47,6.08亿,1.21,2.00%,38.14,15.21,32.63%,2.99%,15.21,3.04,1.06,0.13,30.03亿,485.03亿,5.32,0.82%,18.71亿,302.18亿,22.59,12.00,CNY
SH601799,星宇股份,112.00,112.00,121.24,7325手,108.59,110.22,99.20,8060.42万,0.58,0.27%,47.47,38.89,30.77%,3.09%,38.35,6.00,2.82,1.00,2.76亿,302.94亿,18.27,0.91%,2.76亿,302.94亿,113.39,67.13,CNY
SZ000703,恒逸石化,12.23,12.22,13.42,56573手,11.93,12.20,10.98,6832.05万,0.86,0.22%,10.50,9.55,31.09%,2.46%,10.64,1.83,1.26,0.40,28.42亿,340.72亿,6.54,3.34%,25.45亿,305.09亿,14.99,11.00,CNY
SH600867,通化东宝,15.25,14.93,16.28,41.96万手,14.73,14.80,13.32,6.29亿,1.19,2.06%,27.49,37.43,-0.55%,3.51%,37.61,5.86,0.40,0.20,20.34亿,305.10亿,2.56,1.33%,20.34亿,305.10亿,19.35,10.01,CNY
SH601021,春秋航空,33.78,33.52,36.91,28182手,33.10,33.55,30.20,9414.87万,0.42,0.31%,亏损,26.80,-34.98%,2.03%,16.58,2.08,1.24,0.20,9.17亿,305.27亿,15.97,0.60%,9.16亿,305.18亿,47.70,28.88,CNY
SZ300253,卫宁健康,23.93,23.38,25.94,18.69万手,22.84,23.58,21.22,4.35亿,0.84,1.41%,803.33,107.03,-58.48%,4.62%,94.75,9.96,0.21,0.03,16.41亿,377.50亿,2.31,0.11%,13.28亿,305.41亿,30.78,11.89,CNY
SH600390,五矿资本,7.06,7.06,7.77,14.70万手,6.75,7.06,6.35,1.01亿,1.95,0.33%,8.10,11.54,44.32%,4.39%,11.17,0.86,0.59,0.15,44.98亿,305.42亿,7.88,2.22%,44.98亿,305.42亿,8.95,6.67,CNY
SZ002075,沙钢股份,14.66,14.30,15.62,68.91万手,13.85,14.20,12.78,9.80亿,0.91,3.12%,77.75,58.01,11.32%,5.70%,57.79,6.02,0.24,0.10,22.07亿,305.64亿,2.30,0.72%,22.07亿,305.64亿,14.75,4.99,CNY
SZ300251,光线传媒,11.25,11.17,12.28,19.78万手,10.84,11.16,10.04,2.18亿,1.21,0.71%,273.15,36.38,-63.65%,3.67%,33.99,3.60,0.30,0.05,29.34亿,322.11亿,3.05,0.46%,27.84亿,305.67亿,13.09,6.51,CNY
SH600637,东方明珠,9.25,9.25,10.18,18.03万手,8.96,9.25,8.33,1.64亿,1.26,0.53%,26.91,17.41,-9.87%,3.14%,15.06,1.05,0.52,0.27,34.15亿,307.65亿,8.54,3.00%,34.15亿,307.65亿,12.49,8.54,CNY
SH600004,白云机场,15.06,14.97,16.43,16.93万手,14.68,14.94,13.45,2.52亿,0.60,0.82%,亏损,44.44,32.63%,2.54%,30.82,1.86,0.34,0.14,20.69亿,308.12亿,8.00,0.97%,20.69亿,308.12亿,23.69,12.27,CNY
SH603866,桃李面包,48.40,47.64,52.16,64211手,46.26,47.42,42.68,3.02亿,1.42,0.97%,39.64,40.74,-43.12%,4.51%,45.11,8.15,1.15,1.00,6.59亿,308.29亿,5.74,2.14%,6.59亿,308.29亿,55.55,34.50,CNY
SZ002841,视源股份,81.12,80.62,88.01,22730手,79.40,80.01,72.01,1.82亿,1.35,0.59%,81.50,33.26,22.78%,2.15%,32.71,10.71,2.42,0.75,6.56亿,526.89亿,7.50,0.93%,3.85亿,309.36亿,105.44,69.01,CNY
SH600299,安迪苏,12.04,11.87,13.09,67097手,11.59,11.90,10.71,7895.95万,0.89,0.25%,26.36,31.36,8.37%,3.78%,31.32,2.21,0.37,0.26,26.82亿,310.83亿,5.25,2.23%,26.82亿,310.83亿,13.62,9.47,CNY
SH600176,中国巨石,9.33,9.30,10.29,34.59万手,8.80,9.35,8.42,3.11亿,0.96,0.99%,25.15,16.05,48.78%,5.67%,14.63,1.95,0.55,0.19,35.02亿,311.36亿,4.57,2.17%,35.02亿,311.36亿,11.35,7.37,CNY
SH600025,华能水电,3.55,3.54,3.89,18.74万手,3.48,3.54,3.19,6573.15万,1.06,0.21%,亏损,13.40,23.08%,1.98%,11.33,1.34,0.26,0.15,180.00亿,628.20亿,2.61,4.36%,89.28亿,311.59亿,4.96,3.40,CNY
SZ002065,东华软件,11.72,11.51,12.76,81.29万手,11.03,11.60,10.44,9.17亿,0.82,2.90%,55.05,59.41,-26.24%,5.95%,59.78,3.60,0.19,0.05,31.15亿,348.93亿,3.11,0.45%,28.08亿,314.45亿,17.62,6.16,CNY
SH601360,三六零,18.01,18.00,19.94,23.35万手,17.45,18.13,16.32,4.13亿,0.68,1.31%,82.75,20.92,83.38%,3.09%,19.92,4.13,0.84,0.05,67.64亿,1191.15亿,4.26,0.30%,17.89亿,315.08亿,29.47,16.95,CNY
SH601872,招商轮船,6.03,5.83,6.47,60.43万手,5.83,5.88,5.29,3.60亿,1.10,1.14%,7.92,15.85,-5.20%,3.40%,24.86,1.51,0.38,0.10,67.40亿,401.04亿,3.93,1.68%,52.99亿,315.32亿,8.56,3.82,CNY
SZ002414,高德红外,45.18,44.63,48.87,90588手,43.00,44.43,39.99,3.98亿,1.25,1.23%,63.37,107.81,58.00%,4.91%,182.53,10.92,0.40,0.20,9.36亿,402.74亿,3.94,0.47%,7.34亿,315.59亿,55.75,16.88,CNY
SH603338,浙江鼎力,94.10,94.10,102.41,17456手,91.10,93.10,83.79,1.61亿,0.80,0.50%,65.14,44.41,15.67%,3.22%,45.74,9.53,2.06,0.35,3.47亿,317.51亿,9.61,0.38%,3.47亿,317.51亿,96.41,44.00,CNY
SH600489,中金黄金,9.33,9.03,10.09,78.38万手,8.86,9.17,8.25,7.11亿,0.91,2.27%,67.20,297.35,-8.74%,5.13%,225.38,1.84,0.03,0.01,46.43亿,428.98亿,5.03,0.16%,34.51亿,318.89亿,10.75,7.17,CNY
SH600487,亨通光电,17.68,17.30,18.94,57.89万手,17.05,17.22,15.50,10.09亿,1.63,3.11%,36.05,29.56,57.27%,3.66%,24.71,2.46,0.58,0.08,19.53亿,336.65亿,7.02,0.46%,18.62亿,320.96亿,22.15,13.68,CNY
SZ300408,三环集团,20.84,20.81,22.72,19.56万手,19.35,20.65,18.59,3.88亿,1.52,1.18%,45.79,40.90,22.99%,7.22%,38.82,4.37,0.48,0.20,17.38亿,338.19亿,4.45,1.03%,16.56亿,322.24亿,28.08,16.98,CNY
SZ300136,信维通信,41.39,40.83,44.94,18.44万手,39.86,40.85,36.77,7.47亿,0.63,2.27%,154.27,46.00,-68.81%,3.75%,37.95,8.09,0.87,0.05,9.69亿,387.07亿,4.94,0.13%,8.12亿,324.31亿,57.49,22.05,CNY
SZ000987,越秀金控,12.65,11.62,12.82,53.42万手,11.47,11.65,10.49,6.39亿,0.92,2.00%,2.39,7.60,21.50%,10.13%,28.61,1.50,1.61,0.17,27.53亿,337.23亿,8.17,1.39%,26.67亿,326.74亿,12.78,7.22,CNY
SH600663,陆家嘴,11.40,11.35,12.51,31673手,11.11,11.37,10.23,3554.91万,0.70,0.11%,14.78,12.61,15.82%,2.55%,12.23,2.38,0.88,0.46,40.34亿,449.81亿,4.68,4.09%,29.33亿,327.08亿,15.89,9.62,CNY
SZ002202,金风科技,9.86,9.86,10.84,18.82万手,9.61,9.85,8.87,1.82亿,0.66,0.56%,11.40,14.19,21.19%,2.54%,18.47,1.38,0.68,0.16,42.25亿,408.14亿,6.98,1.66%,33.88亿,327.24亿,14.14,8.92,CNY
SH600298,安琪酵母,41.15,40.66,44.99,84510手,39.44,40.90,36.81,3.39亿,1.06,1.03%,26.98,33.82,-10.04%,4.18%,36.31,6.33,1.17,0.40,8.24亿,327.32亿,6.28,1.01%,8.24亿,327.32亿,42.24,24.92,CNY
SZ002558,巨人网络,16.71,16.63,18.21,53619手,16.18,16.55,14.90,8798.67万,1.16,0.26%,25.96,38.19,4.09%,3.20%,40.09,3.97,0.43,0.13,20.24亿,328.76亿,4.09,0.80%,20.24亿,328.76亿,21.21,16.00,CNY
SZ300450,先导智能,41.09,40.59,44.63,22.58万手,38.63,40.57,36.51,8.93亿,0.74,2.66%,90.74,51.38,-34.06%,6.06%,44.70,8.42,0.76,0.16,8.81亿,342.18亿,4.61,0.42%,8.48亿,329.15亿,60.19,26.63,CNY
SH600521,华海药业,26.98,26.85,29.27,13.18万手,26.10,26.61,23.95,3.50亿,0.70,1.05%,39.52,53.29,4.47%,3.31%,61.24,5.98,0.50,0.20,13.22亿,348.84亿,4.41,0.76%,12.51亿,329.97亿,30.57,13.01,CNY
SH600236,桂冠电力,4.28,4.28,4.71,43130手,4.20,4.28,3.85,1827.04万,1.83,0.05%,29.68,18.49,-3.32%,1.87%,15.77,2.25,0.23,0.19,78.82亿,333.42亿,1.88,4.49%,78.82亿,333.42亿,5.15,4.14,CNY
SH601607,上海医药,17.77,17.76,19.51,13.79万手,17.29,17.74,15.97,2.41亿,1.18,0.72%,11.90,12.38,21.55%,2.71%,12.11,1.16,1.40,0.44,28.42亿,494.24亿,14.99,2.53%,19.23亿,334.40亿,22.34,16.59,CNY
